corp_code,접수번호,법인구분,법인명,사업부문,성별,정규직 수,계약직수,합계,평균근속연수,1인평균 금여액
248053,20240318000544,E,지에스엔텍,풍력,여,1,-,1,10년11개월,"47,280,000"
248053,20240318000544,E,지에스엔텍,영업지원,남,74,2,76,10년2개월,"66,158,000"
248053,20240318000544,E,지에스엔텍,영업지원,여,14,-,14,11년1개월,"36,602,000"
164362,20240321001862,E,행남사,식품사업부,남,1,-,1,4.0,"65,508,000"
164362,20240321001862,E,행남사,외식사업부,남,7,-,8,2.8,"33,968,000"
164362,20240321001862,E,행남사,외식사업부,여,6,-,7,0.6,"11,785,000"
112004,20240329003251,E,알바이오,줄기세포사업부문,남,27,17,44,3.0,"53,000,000"
112004,20240329003251,E,알바이오,줄기세포사업부문,여,60,8,68,2.6,"33,000,000"
111227,20240321001628,E,대양제지공업,골판지 원지,남,18,-,18,13년2개월5일,"78,090,000"
111227,20240321001628,E,대양제지공업,골판지 원지,여,3,-,3,13년8개월13일,"52,859,000"
111227,20240321001628,E,대양제지공업,골판지 상자,남,32,6,38,7년1개월4일,"61,502,000"
111227,20240321001628,E,대양제지공업,골판지 상자,여,2,-,2,8년7개월19일,"56,066,000"
450995,20240319000402,K,대모,관리,남,18,-,18,9.2,"63,649,000"
450995,20240319000402,K,대모,기타,여,1,-,1,0.1,"2,639,000"
450995,20240319000402,K,대모,관리,여,5,-,5,12.2,"53,689,000"
450995,20240319000402,K,대모,영업,남,19,-,19,10.4,"65,716,000"
450995,20240319000402,K,대모,영업,여,4,-,4,4.0,"42,067,000"
450995,20240319000402,K,대모,기술,남,26,-,26,11.1,"61,745,000"
450995,20240319000402,K,대모,기술,여,0,-,0,0.0,-
450995,20240319000402,K,대모,생산,남,25,-,25,7.6,"41,736,000"
450995,20240319000402,K,대모,생산,여,0,-,0,0.0,-
450995,20240319000402,K,대모,기타,남,6,-,6,16.6,"48,684,000"
409140,20240321001049,K,이원컴포텍,자동차부품,남,85,-,85,5년 7개월,"41,768,000"
409140,20240321001049,K,이원컴포텍,자동차부품,여,2,-,2,3년 7개월,"37,972,000"
291152,20240329000901,E,디비엘,-,남,44,-,44,8.30,"49,258,000"
291152,20240329000901,E,디비엘,-,여,3,-,3,8.36,"51,809,000"
1540453,20240321001771,K,에이직랜드,영업직,남,5,-,5,2년10월,"110,000,000"
1540453,20240321001771,K,에이직랜드,영업직,여,7,-,7,1년8월,"50,000,000"
1540453,20240321001771,K,에이직랜드,연구직,남,87,-,87,3년3월,"66,000,000"
1540453,20240321001771,K,에이직랜드,연구직,여,14,-,14,3년4월,"61,000,000"
1540453,20240321001771,K,에이직랜드,관리직,남,8,-,8,1년10월,"48,000,000"
1540453,20240321001771,K,에이직랜드,관리직,여,4,-,4,3년6월,"63,000,000"
127954,20240320001012,K,CJ프레시웨이,식자재유통,남,360,1,361,7.56,"69,000,000"
127954,20240320001012,K,CJ프레시웨이,식자재유통,여,154,15,169,6.57,"45,000,000"
127954,20240320001012,K,CJ프레시웨이,단체급식,남,"1,363",134,"1,497",3.66,"39,000,000"
127954,20240320001012,K,CJ프레시웨이,단체급식,여,"4,920",144,"5,064",2.57,"27,000,000"
127954,20240320001012,K,CJ프레시웨이,상품개발,남,245,-,245,6.38,"64,000,000"
127954,20240320001012,K,CJ프레시웨이,상품개발,여,121,3,124,5.54,"50,000,000"
127954,20240320001012,K,CJ프레시웨이,경영지원실,남,122,1,123,6.92,"73,000,000"
127954,20240320001012,K,CJ프레시웨이,경영지원실,여,182,1,183,5.55,"47,000,000"
1442966,20230607000455,Y,마스턴프리미어리츠,-,남,-,-,-,-,-
1442966,20230607000455,Y,마스턴프리미어리츠,-,여,-,-,-,-,-
1442966,20231204000327,Y,마스턴프리미어리츠,-,남,-,-,-,-,-
1442966,20231204000327,Y,마스턴프리미어리츠,-,여,-,-,-,-,-
677334,20240320001370,N,아하,에듀테크 등,남,111,0,111,3.9,"39,000,000"
677334,20240320001370,N,아하,에듀테크 등,여,19,0,19,4.4,"31,000,000"
109514,20240321001723,Y,티웨이홀딩스,파일사업,남,11,31,42,3.1,"41,063,000"
109514,20240321001723,Y,티웨이홀딩스,파일사업,여,2,4,6,1.5,"31,507,000"
871833,20240315000818,K,에스티팜,사무·영업,남,27,13,40,4.85,"90,000,000"
871833,20240315000818,K,에스티팜,사무·영업,여,28,1,29,5.12,"62,000,000"
871833,20240315000818,K,에스티팜,연구·개발,남,42,4,46,5.5,"64,000,000"
871833,20240315000818,K,에스티팜,연구·개발,여,48,0,48,3.22,"50,000,000"
871833,20240315000818,K,에스티팜,품질·생산,남,394,15,409,8.23,"76,000,000"
871833,20240315000818,K,에스티팜,품질·생산,여,95,2,97,3.82,"56,000,000"
871833,20240315000818,K,에스티팜,전체,남,463,32,495,7.7,"76,000,000"
871833,20240315000818,K,에스티팜,전체,여,171,3,174,3.87,"55,000,000"
353018,20240320001257,E,파나케이아,"자동화
장비제조",남,38,-,38,11년 3개월,"75,941,000"
353018,20240320001257,E,파나케이아,"자동화
장비제조",여,7,-,7,3년 6개월,"26,594,000"
353018,20240320001257,E,파나케이아,유통,남,6,-,6,4년 3개월,"72,362,000"
353018,20240320001257,E,파나케이아,유통,여,2,-,2,18년 5개월,"64,580,000"
353018,20240320001257,E,파나케이아,핫팩제조,남,26,-,26,1년 9개월,"8,803,000"
353018,20240320001257,E,파나케이아,핫팩제조,여,40,-,40,4년 0개월,"5,963,000"
1035289,20240320001192,Y,스타에스엠리츠,전사,남,3,3,6,23개월,"63,148,000"
1035289,20240320001192,Y,스타에스엠리츠,전사,여,2,-,2,42개월,"47,716,000"
945208,20240404001289,E,더미동,블랙박스 등,남,8,-,8,5.4,"44,724,000"
945208,20240404001289,E,더미동,블랙박스 등,여,4,-,4,4.6,"27,754,000"
415646,20240321001811,Y,드림텍,-,남,283,-,283,5.4,"90,546,000"
415646,20240321001811,Y,드림텍,-,여,190,-,190,4.3,"36,690,000"
173449,20240328001602,K,빌리언스,관리직,남,31,-,31,5,"40,565,000"
173449,20240328001602,K,빌리언스,관리직,여,13,-,13,3,"26,553,000"
173449,20240328001602,K,빌리언스,생산직,남,20,-,20,6,"46,703,000"
173449,20240328001602,K,빌리언스,생산직,여,27,-,27,6,"31,520,000"
474588,20240321000236,K,한중엔시에스,"에너지저장장치부품,
자동차부품",남,175,5,180,04년 07개월,"51,159,000"
474588,20240321000236,K,한중엔시에스,"에너지저장장치부품,
자동차부품",여,59,1,60,07년 03개월,"47,526,000"
351454,20240321001415,K,더테크놀로지,본사,남,8,-,8,0.86,"40,895,000"
351454,20240321001415,K,더테크놀로지,본사,여,6,-,6,1.18,"30,080,000"
330424,20240321001311,K,LS증권,본사영업/운용/리서치,남,40,145,185,3년10개월,"180,000,000"
330424,20240321001311,K,LS증권,본사영업/운용/리서치,여,28,44,72,4년,"74,000,000"
330424,20240321001311,K,LS증권,리테일,남,34,16,50,7년9개월,"110,000,000"
330424,20240321001311,K,LS증권,리테일,여,38,4,42,6년3개월,"65,000,000"
330424,20240321001311,K,LS증권,본사지원,남,103,20,123,7년2개월,"102,000,000"
330424,20240321001311,K,LS증권,본사지원,여,71,5,76,7년6개월,"68,000,000"
495554,20240605000143,E,와이앤넥스트,제조사업부문,남,2,-,2,2.7,"60,000,000"
495554,20240605000143,E,와이앤넥스트,제조사업부문,여,1,-,1,1.2,"48,000,000"
250614,20240320001930,K,삼영엠텍,소재사업부,남,88,20,108,7.9,"52,410,000"
250614,20240320001930,K,삼영엠텍,소재사업부,여,9,1,10,5.5,"40,443,000"
250614,20240320001930,K,삼영엠텍,내진사업부,남,26,1,27,8.0,"52,056,000"
250614,20240320001930,K,삼영엠텍,내진사업부,여,1,1,2,2.1,"22,761,000"
1512575,20240321001118,K,코어라인소프트,AI기반 의료영상 분석,남,60,-,60,3년 1개월,"121,802,000"
1512575,20240321001118,K,코어라인소프트,AI기반 의료영상 분석,여,40,-,40,3년 5개월,"102,590,000"
766106,20240320001470,K,엣지파운드리,관리,남,22,-,22,8.6,"63,673,000"
766106,20240320001470,K,엣지파운드리,관리,여,8,-,8,5.5,"39,722,000"
766106,20240320001470,K,엣지파운드리,연구,남,12,-,12,3.7,"42,260,000"
766106,20240320001470,K,엣지파운드리,생산,남,39,-,39,6.3,"38,547,000"
766106,20240320001470,K,엣지파운드리,생산,여,28,-,28,9.2,"30,714,000"
1436479,20240321001290,K,토마토시스템,전사,남,141,-,141,5년5개월,"45,000,000"
1436479,20240321001290,K,토마토시스템,전사,여,75,-,75,5년3개월,"46,000,000"
112651,20240319000397,Y,대창,황동봉,남,299,-,299,15년 7개월,"61,859,000"
112651,20240319000397,Y,대창,황동봉,여,22,-,22,10년 10개월,"56,659,000"
374738,20240315000610,K,위세아이텍,회사전체,남,158,38,196,4.11,"36,118,000"
374738,20240315000610,K,위세아이텍,회사전체,여,62,9,71,3.91,"30,469,000"
1217014,20240321001294,K,트윔,전사,남,126,5,131,3년 3개월,"50,000,000"
1217014,20240321001294,K,트윔,전사,여,13,2,15,1년 8개월,"28,000,000"
1072518,20240827000238,E,디피코,재무/회계,여,2,1,3,1.5,"37,639,000"
1072518,20240827000238,E,디피코,영업,남,5,-,5,2,"39,007,000"
1072518,20240827000238,E,디피코,AS/CS,남,3,1,4,1.5,"31,775,000"
1072518,20240827000238,E,디피코,AS/CS,여,-,1,1,1,"23,096,000"
1072518,20240827000238,E,디피코,구매/물류,남,2,-,2,7,"56,687,000"
1072518,20240827000238,E,디피코,생산/품질,남,7,15,22,4,"25,858,000"
1072518,20240827000238,E,디피코,공장관리,남,2,1,3,2,"24,511,000"
1175499,20240401002982,K,위니아에이드,유통사업,남,49,-,49,11.52,"69,858,101"
1175499,20240401002982,K,위니아에이드,유통사업,여,6,3,9,4.11,"51,295,135"
1175499,20240401002982,K,위니아에이드,물류사업,남,6,-,6,3.27,"130,878,140"
1175499,20240401002982,K,위니아에이드,물류사업,여,3,-,3,2.99,"52,675,950"
1175499,20240401002982,K,위니아에이드,Care서비스사업,남,162,32,194,14.19,"55,393,627"
1175499,20240401002982,K,위니아에이드,Care서비스사업,여,121,11,132,8.20,"36,393,423"
1175499,20240401002982,K,위니아에이드,관리부문,남,23,-,23,15.65,"72,650,078"
1175499,20240401002982,K,위니아에이드,관리부문,여,11,2,13,5.01,"35,844,082"
1572489,20240321001510,E,한화플러스제2호기업인수목적,관리,남,1,-,1,27개월,-
158909,20240314001547,E,하나은행,은행업,남,"3,988",524,"4,512",15.9,"143,000,000"
158909,20240314001547,E,하나은행,은행업,여,"6,694",679,"7,373",15.6,"105,000,000"
239639,20240315000811,K,삼표시멘트,시멘트,남,598,60,658,15.9,"91,000,000"
239639,20240315000811,K,삼표시멘트,시멘트,여,31,-,31,12.8,"62,000,000"
255105,20240320001632,K,케이바이오,케이바이오,남,19,-,19,30개월,"52,000,000"
255105,20240320001632,K,케이바이오,케이바이오,여,14,-,14,20개월,"40,000,000"
365989,20240321000045,Y,모나용평,운영관리,남,146,5,151,9.33,"43,000,000"
365989,20240321000045,Y,모나용평,운영관리,여,47,8,55,9.09,"35,000,000"
365989,20240321000045,Y,모나용평,지원관리,남,61,1,62,11.11,"49,000,000"
365989,20240321000045,Y,모나용평,지원관리,여,37,3,40,11.13,"39,000,000"
365989,20240321000045,Y,모나용평,시설관리,남,56,-,56,14.07,"55,000,000"
365989,20240321000045,Y,모나용평,시설관리,여,2,-,2,10.63,"41,000,000"
1363924,20240321001923,N,한국미라클피플사,세정제,남,36,-,36,4년 6개월,"3,850,000"
1363924,20240321001923,N,한국미라클피플사,세정제,여,41,-,41,4년 5개월,"2,860,000"
877174,20230918000255,K,엠브레인,사업/영업부서(F/O),남,38,-,38,7,"78,000,000"
877174,20230918000255,K,엠브레인,사업/영업부서(F/O),여,101,1,102,4,"53,000,000"
877174,20230918000255,K,엠브레인,조사지원부서(M/O),남,10,-,10,9,"50,000,000"
877174,20230918000255,K,엠브레인,조사지원부서(M/O),여,27,1,28,6,"41,000,000"
877174,20230918000255,K,엠브레인,지원부서(B/O),남,29,2,31,4,"68,000,000"
877174,20230918000255,K,엠브레인,지원부서(B/O),여,30,37,67,3,"34,000,000"
226547,20240321002007,K,오상자이엘,-,남,108,50,158,5.8,"60,061,000"
226547,20240321002007,K,오상자이엘,-,여,19,10,29,4.7,"41,127,000"
653194,20240313001740,K,AP헬스케어,관리직,남,6,1,7,5.35,"47,195,000"
653194,20240313001740,K,AP헬스케어,관리직,여,3,-,3,5.00,"43,683,000"
653194,20240313001740,K,AP헬스케어,영업직,남,6,-,6,4.64,"66,687,000"
653194,20240313001740,K,AP헬스케어,영업직,여,-,-,-,-,-
103130,20240320001345,Y,플레이그램,경영기획,남,10,-,10,2년 5월,"50,146,000"
103130,20240320001345,Y,플레이그램,경영기획,여,3,-,3,2년 2월,"35,933,000"
103130,20240320001345,Y,플레이그램,영상콘텐츠,남,4,-,4,1년 5월,"56,346,000"
103130,20240320001345,Y,플레이그램,영상콘텐츠,여,1,-,1,1년 9월,"32,010,000"
103130,20240320001345,Y,플레이그램,엠알오,남,26,-,26,4년 7월,"45,986,000"
103130,20240320001345,Y,플레이그램,엠알오,여,6,-,6,4년 3월,"39,174,000"
1353024,20240322000893,K,TS트릴리온,화장품제조업,남,23,-,23,3.40,"34,000,000"
1353024,20240322000893,K,TS트릴리온,화장품제조업,여,29,-,29,4.10,"39,000,000"
1344363,20240314000984,K,다원넥스뷰,사업부,남,55,-,55,2.11,"56,331,000"
1344363,20240314000984,K,다원넥스뷰,사업부,여,6,-,6,2.64,"39,068,000"
1594764,20240312000978,E,신한제9호기업인수목적,공시관리,남,1,-,1,2년 2개월,-
307028,20240320001834,K,경남제약,관리,남,32,10,42,2년 3개월,"62,000,000"
307028,20240320001834,K,경남제약,관리,여,27,-,27,1년 7개월,"40,000,000"
307028,20240320001834,K,경남제약,영업,남,58,-,58,6년 3개월,"54,000,000"
307028,20240320001834,K,경남제약,영업,여,-,-,-,-,-
307028,20240320001834,K,경남제약,생산,남,53,6,59,11년 2개월,"47,000,000"
307028,20240320001834,K,경남제약,생산,여,60,2,62,16년 3개월,"37,000,000"
939942,20230918000260,K,포시에스,전자문서 외,남,106,8,114,5년 10개월,"57,885,000"
939942,20230918000260,K,포시에스,전자문서 외,여,65,6,71,5년 8개월,"46,110,000"
408956,20240321002039,K,제넨바이오,바이오사업,남,11,0,11,3년 3개월,"65,000,000"
408956,20240321002039,K,제넨바이오,바이오사업,여,16,0,16,2년 2개월,"46,000,000"
408956,20240321002039,K,제넨바이오,유통사업 외,남,16,0,16,1년 6개월,"78,000,000"
408956,20240321002039,K,제넨바이오,유통사업 외,여,2,0,2,0년 9개월,"50,000,000"
610490,20240701000321,E,비디아이,플랜트 및 신재생,남,9,-,9,4.6년,"52,482,000"
610490,20240701000321,E,비디아이,재무,여,3,-,9,0.7년,"17,413,000"
109019,20240320001434,E,아이엠뱅크,은행,남,"1,328",204,"1,532",15.88,"129,000,000"
109019,20240320001434,E,아이엠뱅크,은행,여,"1,527",36,"1,587",16.40,"95,000,000"
1110076,20240731000741,K,비유테크놀러지,밀리터리솔루션,남,57,-,57,3년8개월,"32,139,000"
1110076,20240731000741,K,비유테크놀러지,밀리터리솔루션,여,27,-,27,1년1개월,"20,688,000"
1110076,20240731000741,K,비유테크놀러지,콘텐츠/연구소,남,65,2,67,1년7개월,"25,418,000"
1110076,20240731000741,K,비유테크놀러지,콘텐츠/연구소,여,15,1,16,1년1개월,"15,286,000"
1110076,20240731000741,K,비유테크놀러지,CSO/신성장,남,21,-,21,3개월,"37,416,000"
1110076,20240731000741,K,비유테크놀러지,CSO/신성장,여,13,-,13,3개월,"18,940,000"
1110076,20240731000741,K,비유테크놀러지,관리,남,23,-,23,1년3개월,"30,057,000"
1110076,20240731000741,K,비유테크놀러지,관리,여,6,-,6,1년2개월,"22,193,000"
149646,20240430000630,Y,기업은행,사무직,남,"5,836",139,"5,975",17년 0개월,"104,000,000"
149646,20240430000630,Y,기업은행,사무직,여,"7,687",57,"7,744",14년 0개월,"71,000,000"
361169,20240320001405,K,한국전자인증,사업본부,남,11,1,12,10년0개월,"66,000,000"
361169,20240320001405,K,한국전자인증,사업본부,여,24,5,29,7년 8개월,"32,000,000"
361169,20240320001405,K,한국전자인증,지원본부,남,23,-,23,5년 1개월,"62,000,000"
361169,20240320001405,K,한국전자인증,지원본부,여,17,2,19,6년 5개월,"42,000,000"
102432,20240319000660,Y,계룡건설산업,건설,남,974,572,"1,546",10.43,"80,000,000"
102432,20240319000660,Y,계룡건설산업,건설,여,66,112,178,2.66,"48,000,000"
200910,20240320001759,K,아이즈비전,모바일,남,14,1,15,4.57,"57,000,000"
200910,20240320001759,K,아이즈비전,모바일,여,18,4,22,3.12,"38,000,000"
200910,20240320001759,K,아이즈비전,기타,남,13,-,13,2.54,"56,000,000"
200910,20240320001759,K,아이즈비전,기타,여,4,-,4,4.78,"41,000,000"
567897,20240321000516,K,에스비비테크,전체,남,87,-,87,3.9,"49,000,000"
567897,20240321000516,K,에스비비테크,전체,여,9,-,9,6.7,"37,000,000"
360036,20240321000390,K,백금T&A,통신장비제조판매,남,44,-,44,10년1개월,"96,000,000"
360036,20240321000390,K,백금T&A,통신장비제조판매,여,16,-,16,7년8개월,"46,000,000"
243979,20240716000275,K,수성웹툰,생산,남,18,-,18,4년11개월,"4,034,000"
243979,20240716000275,K,수성웹툰,사무,남,26,-,26,7년 5개월,"4,299,000"
243979,20240716000275,K,수성웹툰,사무,여,8,-,8,4년11개월,"3,789,000"
230036,20240314001678,K,드래곤플라이,게임,남,44,4,48,2.30,"65,000,000"
230036,20240314001678,K,드래곤플라이,게임,여,17,1,18,2.11,"48,000,000"
110884,20240726000366,K,엠젠솔루션,관리직,남,48,-,48,4.29,"49,000,000"
110884,20240726000366,K,엠젠솔루션,관리직,여,12,-,12,2.47,"35,000,000"
110884,20240726000366,K,엠젠솔루션,관리직 외,남,16,-,16,4.41,"46,000,000"
110884,20240726000366,K,엠젠솔루션,관리직 외,여,7,-,7,4.26,"50,000,000"
1480780,20230911000283,Y,NH올원리츠,-,남,-,-,-,-,-
1480780,20230911000283,Y,NH올원리츠,-,여,-,-,-,-,-
1480780,20240313001540,Y,NH올원리츠,-,남,-,-,-,-,-
1480780,20240313001540,Y,NH올원리츠,-,여,-,-,-,-,-
127167,20240320000814,Y,삼영무역,공통,남,42,-,42,13.9,"72,000,000"
127167,20240320000814,Y,삼영무역,공통,여,14,-,14,6.4,"32,000,000"
410739,20240408004182,K,푸른소나무,시니어케어사업 외,남,27,-,27,2,"67,000,000"
410739,20240408004182,K,푸른소나무,시니어케어사업 외,여,30,-,30,1,"37,000,000"
145862,20240307000922,Y,인천도시가스,도시가스,남,174,15,189,18.8,"88,491,000"
145862,20240307000922,Y,인천도시가스,도시가스,여,10,2,12,18.1,"67,226,000"
200275,20240321000526,K,YTN,방송 등,남,474,57,531,16년 09개월,"81,000,000"
200275,20240321000526,K,YTN,방송 등,여,180,25,205,11년 01개월,"56,000,000"
169048,20240320001129,Y,HLB글로벌,자원개발,남,37,-,37,6.99,"46,728,000"
169048,20240320001129,Y,HLB글로벌,자원개발,여,7,-,7,4.84,"46,175,000"
169048,20240320001129,Y,HLB글로벌,미디어커머스,남,21,-,21,1.76,"23,131,000"
169048,20240320001129,Y,HLB글로벌,미디어커머스,여,32,-,32,1.27,"19,774,000"
128111,20240315000766,K,포스코엠텍,철강업,남,920,75,995,16.1,"80,000,000"
128111,20240315000766,K,포스코엠텍,철강업,여,23,5,28,9.1,"53,000,000"
604268,20240320001541,K,에이프로,사무,남,36,-,36,1.5,"51,626,000"
604268,20240320001541,K,에이프로,사무,여,13,-,13,4.0,"32,474,000"
604268,20240320001541,K,에이프로,연구,남,63,-,63,2.4,"56,233,000"
604268,20240320001541,K,에이프로,연구,여,6,-,6,1.7,"36,422,000"
604268,20240320001541,K,에이프로,생산,남,86,-,86,2.0,"49,677,000"
604268,20240320001541,K,에이프로,생산,여,8,-,8,2.5,"30,197,000"
115931,20240315000067,K,디오,임플란트,남,328,-,328,5.5년,"64,116,000"
115931,20240315000067,K,디오,임플란트,여,123,-,123,5.3년,"39,534,000"
137915,20240320001714,K,에스엠코어,자동화 물류시스템,남,208,13,221,7.7,"61,330,000"
137915,20240320001714,K,에스엠코어,자동화 물류시스템,여,38,8,46,4.6,"44,810,000"
370200,20240321001573,K,와이오엠,PE사업부,남,45,0,45,4년 4개월,"49,877,000"
370200,20240321001573,K,와이오엠,PE사업부,여,5,0,5,6년 1개월,"40,905,000"
625942,20240311000888,K,한솔아이원스,"가공세정
기타",남,471,28,499,4.4,"50,000,000"
625942,20240311000888,K,한솔아이원스,"가공세정
기타",여,84,9,93,3.6,"39,000,000"
1405585,20240321000859,K,윙스풋,사무,남,18,-,18,5년7개월,"73,000,000"
1405585,20240321000859,K,윙스풋,사무,여,25,-,25,4년2개월,"38,000,000"
1405585,20240321000859,K,윙스풋,물류,남,15,-,15,4년5개월,"43,000,000"
1405585,20240321000859,K,윙스풋,물류,여,3,-,3,3년7개월,"32,000,000"
1405585,20240321000859,K,윙스풋,판매,남,11,-,11,4년8개월,"32,000,000"
1405585,20240321000859,K,윙스풋,판매,여,2,-,2,3년6개월,"31,000,000"
156859,20240426000802,Y,다올투자증권,전부문,남,63,160,223,4년0개월,"182,000,000"
156859,20240426000802,Y,다올투자증권,전부문,여,90,53,143,4년5개월,"72,000,000"
838962,20240321001013,K,알서포트,소프트웨어 개발 및 공급,남,214,3,217,5.60,"71,000,000"
838962,20240321001013,K,알서포트,소프트웨어 개발 및 공급,여,96,3,99,4.26,"46,000,000"
980043,20240321001214,K,비큐AI,전사,남,51,-,51,1년 11개월,"42,000,000"
980043,20240321001214,K,비큐AI,전사,여,33,3,36,2년 2개월,"21,000,000"
1230255,20240320001836,K,제주맥주,-,남,49,5,54,3년2개월,"69,000,000"
1230255,20240320001836,K,제주맥주,-,여,13,10,23,2년10개월,"51,000,000"
1185867,20240321001801,N,퓨쳐메디신,사무,남,1,-,1,3.5,"64,353,000"
1185867,20240321001801,N,퓨쳐메디신,사무,여,2,-,2,4.4,"54,601,000"
1185867,20240321001801,N,퓨쳐메디신,연구,남,11,-,11,1.7,"35,999,000"
1185867,20240321001801,N,퓨쳐메디신,연구,여,5,-,5,1.5,"50,051,000"
1084364,20240321001985,K,엔지스테크널러지,본사,남,26,-,26,6.08,"74,000,000"
1084364,20240321001985,K,엔지스테크널러지,본사,여,4,-,4,1.70,"53,000,000"
1084364,20240321001985,K,엔지스테크널러지,해외,남,2,-,2,10.75,"78,000,000"
1084364,20240321001985,K,엔지스테크널러지,해외,여,1,-,1,7.25,"33,000,000"
337296,20240627000114,N,원포유,사업부/개발/경영지원,남,10,-,10,5.6,"63,568,751"
337296,20240627000114,N,원포유,사업부/개발/경영지원,여,9,-,9,2.6,"39,908,241"
350048,20240318000547,K,오성첨단소재,디스플레이,남,97,2,99,6.08,"49,180,000"
350048,20240318000547,K,오성첨단소재,디스플레이,여,13,-,13,2.88,"33,408,000"
110875,20230810000089,K,대신정보통신,-,남,552,-,552,4.36,"50,666,000"
110875,20230810000089,K,대신정보통신,-,여,93,-,93,2.51,"29,313,000"
364795,20240329001118,E,레드로버,경영관리,남,1,-,1,12개월,"45,000,000"
364795,20240329001118,E,레드로버,콘텐츠,남,1,-,1,11개월,"32,000,000"
364795,20240329001118,E,레드로버,법무,남,1,-,1,20개월,"70,000,000"
958664,20240320000784,K,신스틸,철강제품제조및판매,남,37,1,38,4.8,"54,000,000"
958664,20240320000784,K,신스틸,철강제품제조및판매,여,12,1,13,3.1,"34,000,000"
126380,20240312000736,Y,삼성전자,DX,남,"37,962",324,"38,286",16.5,-
126380,20240312000736,Y,삼성전자,DX,여,"12,202",97,"12,299",13.3,-
126380,20240312000736,Y,삼성전자,DS,남,"53,372",148,"53,520",10.8,-
126380,20240312000736,Y,삼성전자,DS,여,"20,671",28,"20,699",11.1,-
126380,20240312000736,Y,삼성전자,성별합계,남,"91,334",472,"91,806",13.2,"128,000,000"
126380,20240312000736,Y,삼성전자,성별합계,여,"32,873",125,"32,998",11.9,"97,000,000"
372226,20240319000734,K,티에스이,SP,남,187,-,187,5.1,"50,000,000"
372226,20240319000734,K,티에스이,MEMS,여,4,-,4,4.11,"53,000,000"
372226,20240319000734,K,티에스이,기타,남,36,-,36,10.7,"70,000,000"
372226,20240319000734,K,티에스이,기타,여,13,-,13,5.5,"30,000,000"
372226,20240319000734,K,티에스이,SP,여,46,-,46,4.1,"39,000,000"
372226,20240319000734,K,티에스이,AT,남,102,-,102,8.11,"58,000,000"
372226,20240319000734,K,티에스이,AT,여,35,-,35,5.6,"41,000,000"
372226,20240319000734,K,티에스이,AP,남,68,-,68,4.9,"49,000,000"
372226,20240319000734,K,티에스이,AP,여,47,-,47,2.3,"34,000,000"
372226,20240319000734,K,티에스이,AQ,남,62,-,62,9.0,"56,000,000"
372226,20240319000734,K,티에스이,AQ,여,9,-,9,8.4,"39,000,000"
372226,20240319000734,K,티에스이,MEMS,남,26,-,26,5.4,"62,000,000"
1466832,20240320000976,N,라피치,총사업부,남,93,2,95,3.35,"59,874,000"
1466832,20240320000976,N,라피치,총사업부,여,30,6,36,1.83,"46,694,000"
119672,20240320001718,Y,두올,사무,남,164,6,170,4년12개월,"48,000,000"
119672,20240320001718,Y,두올,사무,여,41,3,44,4년11개월,"37,000,000"
119672,20240320001718,Y,두올,생산,남,123,7,130,6년 2개월,"51,000,000"
119672,20240320001718,Y,두올,생산,여,260,27,287,6년 9개월,"50,000,000"
157681,20240329003375,Y,롯데정밀화학,전사,남,809,18,827,17.0,"121,000,000"
157681,20240329003375,Y,롯데정밀화학,전사,여,108,14,122,8.3,"76,000,000"
1675421,20240318000619,K,IBKS제20호스팩,SPAC,남,-,1,1,1년 3개월,0
1675421,20240318000619,K,IBKS제20호스팩,SPAC,여,-,-,-,-,0
1583652,20240321000578,K,모니터랩,-,남,67,3,70,3.2,"52,121,000"
1583652,20240321000578,K,모니터랩,-,여,25,1,26,3.1,"39,940,000"
330044,20240321000965,K,캠시스,사무관리직,남,44,-,46,07년 03개월,"64,044,000"
330044,20240321000965,K,캠시스,사무관리직,여,25,1,26,07년 06개월,"35,981,000"
330044,20240321000965,K,캠시스,생산직,여,5,-,5,18년 04개월,"45,836,000"
330044,20240321000965,K,캠시스,연구직,남,47,-,47,06년 08개월,"61,817,000"
330044,20240321000965,K,캠시스,연구직,여,2,-,2,17년 08개월,"39,126,000"
1373709,20240328000886,K,아이씨티케이,연구직,남,27,-,27,4년4개월,"62,760,000"
1373709,20240328000886,K,아이씨티케이,연구직,여,3,-,3,1년4개월,"46,224,000"
1373709,20240328000886,K,아이씨티케이,사무직,남,10,-,10,3년2개월,"85,736,000"
1373709,20240328000886,K,아이씨티케이,사무직,여,4,-,4,1년10개월,"45,521,000"
352064,20240318000760,K,프리엠스,"전장,제어",남,45,-,45,10.6년,"61,684,000"
352064,20240318000760,K,프리엠스,"전장,제어",여,25,-,25,9.5년,"37,856,000"
936787,20240315000816,Y,애경케미칼,영업,남,68,-,68,8년 1개월,"88,740,000"
936787,20240315000816,Y,애경케미칼,영업,여,45,-,45,3년 7개월,"52,596,000"
936787,20240315000816,Y,애경케미칼,생산,남,424,4,428,7년 4개월,"74,727,000"
936787,20240315000816,Y,애경케미칼,생산,여,12,2,14,3년 11개월,"48,273,000"
936787,20240315000816,Y,애경케미칼,연구,남,74,-,74,7년 2개월,"76,174,000"
936787,20240315000816,Y,애경케미칼,연구,여,26,-,26,3년 11개월,"61,216,000"
936787,20240315000816,Y,애경케미칼,관리,남,47,7,54,5년 8개월,"72,552,000"
