corp_code,접수번호,법인구분,법인명,사업부문,성별,정규직 수,계약직수,합계,평균근속연수,1인평균 금여액
125743,20240318000828,Y,현대비앤지스틸,스테인리스,여,11,6,17,8.3,"60,000,000"
130091,20240311000607,Y,샘표,지주사업,남,1,0,1,11.4,-
130091,20240311000607,Y,샘표,지주사업,여,1,0,1,19,-
671978,20240314000344,K,그리티,사무직,남,11,-,11,4년 4월,"69,000,000"
671978,20240314000344,K,그리티,사무직,여,18,-,18,3년 4월,"58,000,000"
671978,20240314000344,K,그리티,영업직,남,23,-,23,5년 4월,"71,000,000"
671978,20240314000344,K,그리티,영업직,여,26,-,26,3년 6월,"48,000,000"
671978,20240314000344,K,그리티,연구직,남,1,-,1,12년 3월,"71,000,000"
671978,20240314000344,K,그리티,연구직,여,32,-,32,5년 9월,"71,000,000"
1166109,20240321002021,K,예선테크,접착소재부품,남,89,2,91,6.0,"47,000,000"
1166109,20240321002021,K,예선테크,접착소재부품,여,47,2,49,7.3,"30,000,000"
1678835,20240319000444,K,유진스팩9호,"공시, 사무처리",남,3,-,3,0.5,-
1678835,20240319000444,K,유진스팩9호,-,여,-,-,-,-,-
136864,20240730000041,Y,신원,사무관리직,남,272,20,292,5.47,"66,132,000"
136864,20240730000041,Y,신원,사무관리직,여,351,45,396,3.70,"54,844,000"
136864,20240730000041,Y,신원,생산직,남,19,1,20,7.63,"71,580,000"
136864,20240730000041,Y,신원,생산직,여,17,1,18,6.18,"45,250,000"
136864,20240730000041,Y,신원,기타,남,-,8,8,1.09,"48,073,000"
136864,20240730000041,Y,신원,기타,여,1,7,8,6.16,"34,239,000"
122481,20240319000625,Y,태경비케이,석회제조판매업,남,212,7,219,12.85,"61,945,000"
122481,20240319000625,Y,태경비케이,석회제조판매업,여,33,1,34,9.91,"46,249,000"
122481,20240319000625,Y,태경비케이,휴게소운영업,남,9,1,10,7.30,"46,664,000"
122481,20240319000625,Y,태경비케이,휴게소운영업,여,15,-,15,4.53,"35,974,000"
1441611,20240321001362,K,원티드랩,개발,남,51,-,51,2.9,"75,000,000"
1441611,20240321001362,K,원티드랩,개발,여,15,-,15,1.1,"59,000,000"
1441611,20240321001362,K,원티드랩,영업,남,4,-,4,2.3,"70,000,000"
1441611,20240321001362,K,원티드랩,영업,여,13,1,14,2.0,"43,000,000"
1441611,20240321001362,K,원티드랩,마케팅,남,2,-,2,1.1,"83,000,000"
1441611,20240321001362,K,원티드랩,마케팅,여,10,-,10,2.2,"57,000,000"
1441611,20240321001362,K,원티드랩,운영/사무,남,30,-,30,1.8,"77,000,000"
1441611,20240321001362,K,원티드랩,운영/사무,여,53,5,58,2.1,"64,000,000"
266952,20240320002018,K,네오위즈홀딩스,전사,남,3,1,4,4.3,"63,000,000"
266952,20240320002018,K,네오위즈홀딩스,전사,여,2,1,3,9.3,"26,000,000"
203023,20240319000824,K,시노펙스,FPCB사업본부,남,77,2,79,5.5,"76,000,000"
203023,20240319000824,K,시노펙스,FPCB사업본부,여,19,-,19,6.8,"49,000,000"
203023,20240319000824,K,시노펙스,필터사업본부,남,59,-,59,3.7,"67,000,000"
203023,20240319000824,K,시노펙스,필터사업본부,여,11,-,11,6.4,"49,000,000"
389110,20240321001260,K,지어소프트,IT서비스부문,남,31,-,31,5.40,"61,000,000"
389110,20240321001260,K,지어소프트,IT서비스부문,여,21,-,21,4.45,"47,000,000"
389110,20240321001260,K,지어소프트,광고사업부문,남,9,-,9,6.52,"59,000,000"
389110,20240321001260,K,지어소프트,광고사업부문,여,14,-,14,3.01,"39,000,000"
389110,20240321001260,K,지어소프트,관리부문,남,5,-,5,2.46,"66,000,000"
389110,20240321001260,K,지어소프트,관리부문,여,3,-,3,2.13,"36,000,000"
389110,20240321001260,K,지어소프트,유통부문,남,1,1,2,2.09,"23,000,000"
389110,20240321001260,K,지어소프트,유통부문,여,15,21,36,1.39,"26,000,000"
116806,20240329002301,E,하스코,자동차부분,남,40,12,52,18.1년,"43,000,000"
116806,20240329002301,E,하스코,자동차부분,여,1,-,1,4.6년,"32,000,000"
1409095,20240315000397,K,맥스트,전체,남,111,-,111,1.34,"77,000,000"
1409095,20240315000397,K,맥스트,전체,여,54,3,57,1.12,"49,000,000"
897752,20240313001543,K,천보,관리,남,15,-,15,5.1,"56,945,000"
897752,20240313001543,K,천보,관리,여,3,-,3,3.9,"19,922,000"
897752,20240313001543,K,천보,생산,남,90,-,90,3.3,"42,692,000"
897752,20240313001543,K,천보,생산,여,7,-,7,3.4,"37,038,000"
897752,20240313001543,K,천보,연구,남,25,-,25,3.9,"44,926,000"
897752,20240313001543,K,천보,연구,여,3,-,3,6.0,"32,461,000"
877819,20240308000045,K,데이타솔루션,전사,남,161,16,177,4년 5월,"57,089,000"
877819,20240308000045,K,데이타솔루션,전사,여,74,4,78,4년 5월,"42,052,000"
1051065,20240321001184,K,엔비티,사무,남,15,-,15,5.5,"88,015,000"
1051065,20240321001184,K,엔비티,사무,여,7,-,7,2.7,"86,739,000"
1051065,20240321001184,K,엔비티,영업,남,11,-,11,3.7,"95,028,000"
1051065,20240321001184,K,엔비티,영업,여,9,-,9,2.4,"49,217,000"
1051065,20240321001184,K,엔비티,연구,남,25,-,25,3.7,"105,025,000"
1051065,20240321001184,K,엔비티,연구,여,4,-,4,1.0,"49,523,000"
109718,20240313001702,Y,사조대림,식품,남,555,40,595,9.9,"51,000,000"
109718,20240313001702,Y,사조대림,식품,여,272,19,291,11.8,"47,000,000"
492353,20240318000020,K,파이오링크,영업/관리,남,223,3,226,4.5,"56,000,000"
492353,20240318000020,K,파이오링크,영업/관리,여,55,-,55,3.8,"40,000,000"
492353,20240318000020,K,파이오링크,연구직,남,86,-,86,7.4,"69,000,000"
492353,20240318000020,K,파이오링크,연구직,여,32,-,32,5.2,"51,000,000"
541163,20240412003916,K,이엠텍,부품사업,남,232,-,232,7.1,"53,000,000"
541163,20240412003916,K,이엠텍,부품사업,여,21,-,21,7.2,"39,000,000"
541163,20240412003916,K,이엠텍,제품사업,남,117,-,117,4.3,"62,000,000"
541163,20240412003916,K,이엠텍,제품사업,여,16,-,16,3.5,"38,000,000"
867849,20240320001058,K,오파스넷,IT부문,남,315,13,328,4년 2개월,"67,000,000"
867849,20240320001058,K,오파스넷,IT부문,여,17,3,20,3년 4개월,"38,000,000"
165361,20240812000896,E,휴코드홀딩스,관리직,여,1,-,1,2,"873,000"
165361,20240812000896,E,휴코드홀딩스,-,남,-,-,-,-,-
1326224,20240320000902,K,원바이오젠,전사,남,42,-,42,4.43,"53,077,000"
1326224,20240320000902,K,원바이오젠,전사,여,25,-,25,3.38,"36,377,000"
963976,20240320001577,K,SG,사무직 외,남,49,-,49,4년6개월,"57,198,000"
963976,20240320001577,K,SG,사무직 외,여,16,1,17,4년4개월,"43,881,000"
963976,20240320001577,K,SG,생산직,남,11,-,11,6년1개월,"48,746,000"
963976,20240320001577,K,SG,생산직,여,-,1,1,9개월,"18,000,000"
117300,20240320000816,Y,TCC스틸,"표면처리
강판",남,264,6,270,17.2년,"85,000,000"
117300,20240320000816,Y,TCC스틸,"표면처리
강판",여,14,1,15,6.4년,"52,000,000"
367455,20240315000280,K,현우산업,PCB부문,남,221,-,221,6.1,"51,654,000"
367455,20240315000280,K,현우산업,PCB부문,여,91,-,91,5.7,"42,955,000"
1345724,20240320000687,N,타임기술,사업부서,남,38,-,38,2.97,"41,620,000"
1345724,20240320000687,N,타임기술,사업부서,여,35,-,35,2.66,"30,857,000"
1073678,20240318000417,K,얼라인드,전사,남,43,-,43,3년 4개월,"62,000,000"
1073678,20240318000417,K,얼라인드,전사,여,20,-,20,2년 11개월,"45,000,000"
268011,20240327000897,E,일레덱스홀딩스,총괄,남,-,-,-,-,-
268011,20240327000897,E,일레덱스홀딩스,총괄,여,-,-,-,-,-
298377,20240321001833,K,아이씨디,FPD,남,288,-,288,6.22,"64,000,000"
298377,20240321001833,K,아이씨디,FPD,여,20,-,20,5.09,"52,000,000"
334624,20240321001604,E,팍스넷,전체,남,14,1,15,7.63,"60,000,000"
334624,20240321001604,E,팍스넷,전체,여,14,3,17,3.38,"39,000,000"
486097,20240321000363,K,나스미디어,광고사업,남,177,3,180,5.55,"68,000,000"
486097,20240321000363,K,나스미디어,광고사업,여,257,14,271,4.67,"54,000,000"
1142075,20240430001125,K,핑거,전사,남,169,-,169,4.4,"78,000,000"
1142075,20240430001125,K,핑거,전사,여,74,-,74,4.2,"60,000,000"
991298,20240318000854,K,씨이랩,사무,남,3,-,3,1.9,"80,587,000,000"
991298,20240318000854,K,씨이랩,사무,여,5,-,5,2.3,"88,966,000,000"
991298,20240318000854,K,씨이랩,개발및연구,남,41,3,44,2.0,"57,047,000,000"
991298,20240318000854,K,씨이랩,개발및연구,여,17,1,18,1.5,"59,367,000,000"
991298,20240318000854,K,씨이랩,영업,남,4,-,4,3.4,"90,235,000,000"
991298,20240318000854,K,씨이랩,영업,여,-,-,-,0.1,"12,212,000,000"
579980,20240318000473,K,아이티엠반도체,영업,남,24,-,24,7.4,"63,000,000"
579980,20240318000473,K,아이티엠반도체,영업,여,8,-,8,5.1,"32,000,000"
579980,20240318000473,K,아이티엠반도체,연구,남,65,-,65,6.1,"50,000,000"
579980,20240318000473,K,아이티엠반도체,연구,여,6,-,6,4.5,"41,000,000"
579980,20240318000473,K,아이티엠반도체,기타 사무,남,82,4,86,5.9,"49,000,000"
579980,20240318000473,K,아이티엠반도체,기타 사무,여,30,1,31,3.8,"30,000,000"
579980,20240318000473,K,아이티엠반도체,생산,남,55,-,55,6.5,"51,000,000"
579980,20240318000473,K,아이티엠반도체,생산,여,40,-,40,5.0,"37,000,000"
1316236,20240306000534,Y,효성화학,화학,남,"1,012",36,"1,048",13.1,"74,000,000"
1316236,20240306000534,Y,효성화학,화학,여,92,17,109,7.4,"49,000,000"
1316236,20240306000534,Y,효성화학,기타,남,66,9,75,11.2,"89,000,000"
1316236,20240306000534,Y,효성화학,기타,여,32,9,41,6.6,"53,000,000"
1316236,20240306000534,Y,효성화학,성별합계,남,"1,078",45,"1,123",13.0,"75,000,000"
1316236,20240306000534,Y,효성화학,성별합계,여,124,26,150,7.2,"50,000,000"
569646,20240320001255,K,영우디에스피,장비부문,남,136,-,136,5.63,"67,000,000"
569646,20240320001255,K,영우디에스피,장비부문,여,11,-,11,5.00,"38,000,000"
486875,20240319000100,K,우양,식품,남,200,-,200,3.1,"42,000,000"
486875,20240319000100,K,우양,식품,여,158,-,158,2.5,"34,000,000"
540605,20240314000693,Y,이월드,테마파크사업부,남,110,60,170,13.5,"46,784,000"
540605,20240314000693,Y,이월드,테마파크사업부,여,54,65,116,7.5,"36,704,000"
540605,20240314000693,Y,이월드,"쥬얼리
사업부",남,22,3,25,8.8,"54,297,000"
540605,20240314000693,Y,이월드,"쥬얼리
사업부",여,36,16,52,4.2,"31,715,000"
540605,20240314000693,Y,이월드,성별합계,남,132,63,195,12.9,"47,747,000"
540605,20240314000693,Y,이월드,성별합계,여,90,81,168,6.5,"35,159,000"
1397620,20240321001496,K,루닛, 연구개발,남,104,2,108,2.7,"98,000,000"
1397620,20240321001496,K,루닛, 연구개발,여,46,3,50,2.2,"68,000,000"
1397620,20240321001496,K,루닛,영업,남,10,-,10,2.9,"95,000,000"
1397620,20240321001496,K,루닛,영업,여,22,-,22,2.3,"64,000,000"
1397620,20240321001496,K,루닛,기타,남,26,-,26,2.5,"77,000,000"
1397620,20240321001496,K,루닛,기타,여,46,2,48,2.4,"68,000,000"
136101,20230621000034,K,메이슨캐피탈,사무직,남,10,-,10,2.1,"59,473,000"
136101,20230621000034,K,메이슨캐피탈,사무직,여,4,-,4,1.4,"36,985,000"
148364,20240320002008,K,하림지주,사무직,남,45,-,45,3년9개월,"93,000,000"
148364,20240320002008,K,하림지주,사무직,여,24,-,24,2년6개월,"72,000,000"
332927,20240320000808,Y,제이에스코퍼레이션,사무,남,37,1,38,5.9,"55,000,000"
332927,20240320000808,Y,제이에스코퍼레이션,사무,여,25,-,25,8.3,"45,000,000"
332927,20240320000808,Y,제이에스코퍼레이션,생산,남,44,-,44,5.5,"49,000,000"
332927,20240320000808,Y,제이에스코퍼레이션,생산,여,5,-,5,4.9,"44,000,000"
1674538,20240313000393,K,엔에이치스팩24호,-,남,-,-,-,-,-
1674538,20240313000393,K,엔에이치스팩24호,-,여,-,-,-,-,-
246417,20240320001082,K,이오테크닉스,전사,남,559,2,561,9.2,"68,215,000"
246417,20240320001082,K,이오테크닉스,전사,여,58,21,79,7.0,"48,747,000"
351092,20240321001493,K,삼보모터스,자동차부품,남,457,-,457,12.5,"78,357,339"
351092,20240321001493,K,삼보모터스,자동차부품,여,32,-,32,9.5,"55,315,528"
563518,20240315000937,K,비나텍,슈퍼커패시터,남,56,13,69,3.5,"49,212,000"
563518,20240315000937,K,비나텍,슈퍼커패시터,여,22,2,24,4.9,"44,195,000"
563518,20240315000937,K,비나텍,연료전지,남,25,2,27,5.1,"52,992,000"
563518,20240315000937,K,비나텍,연료전지,여,7,1,8,3.8,"49,469,000"
563518,20240315000937,K,비나텍,분리판,남,3,1,4,7.4,"63,509,000"
563518,20240315000937,K,비나텍,분리판,여,0,0,0,0.0,0
563518,20240315000937,K,비나텍,기타,남,17,5,22,4.3,"69,347,000"
563518,20240315000937,K,비나텍,기타,여,8,1,9,1.8,"30,892,000"
258421,20240319000379,K,기산텔레콤,-,남,62,1,63,13.43,"48,805,000"
258421,20240319000379,K,기산텔레콤,-,여,3,5,8,9.62,"22,705,000"
1344336,20240321001041,K,신테카바이오,연구/관리,남,38,0,38,2년 9개월,"57,483,000"
1344336,20240321001041,K,신테카바이오,연구/관리,여,16,0,16,3년 7개월,"49,810,000"
1082348,20240321001901,K,오스테오닉,의료기기,남,78,-,78,3년 5개월,"51,000,000"
1082348,20240321001901,K,오스테오닉,의료기기,여,61,-,61,2년 11개월,"33,000,000"
1258710,20240320000351,K,이노메트리,(주)이노메트리,남,179,-,180,1년 8개월,"55,476,000"
1258710,20240320000351,K,이노메트리,(주)이노메트리,여,27,-,27,1년 10개월,"42,788,000"
306162,20240320001109,K,상상인,정보통신,남,190,5,195,6년7개월,"57,000,000"
306162,20240320001109,K,상상인,정보통신,여,13,4,17,6년5개월,"36,000,000"
117629,20240318000933,Y,동양철관,강관,남,137,7,144,10,"64,000,000"
117629,20240318000933,Y,동양철관,강관,여,15,-,15,7,"46,000,000"
493185,20240321000944,K,제이스텍,전사,남,260,2,262,6.8,"67,000,000"
493185,20240321000944,K,제이스텍,전사,여,17,1,18,5.5,"44,000,000"
203209,20240313001614,K,에쎈테크,밸브가공,남,123,-,123,9,"51,605,000"
203209,20240313001614,K,에쎈테크,밸브가공,여,65,-,65,7,"37,048,000"
127042,20240314001152,Y,삼양통상,-,남,178,-,178,5.34,"56,186,000"
127042,20240314001152,Y,삼양통상,-,여,94,-,94,5.15,"42,463,000"
121288,20240320000713,Y,모나미,문구,남,70,-,70,9.6,"57,696,000"
121288,20240320000713,Y,모나미,문구,여,57,-,57,6.5,"40,633,000"
121288,20240320000713,Y,모나미,컴퓨터소모품 등,남,24,2,26,11.1,"62,616,000"
121288,20240320000713,Y,모나미,컴퓨터소모품 등,여,21,7,28,5.0,"40,735,000"
1067516,20240321001611,K,골프존,스크린골프,남,374,14,388,4.49,"96,000,000"
1067516,20240321001611,K,골프존,스크린골프,여,114,8,122,3.83,"62,000,000"
1013311,20240320002005,K,헥토이노베이션,IT서비스,남,107,1,108,2년 7개월,"69,000,000"
1013311,20240320002005,K,헥토이노베이션,IT서비스,여,81,1,82,2년 2개월,"52,000,000"
249247,20240321000750,Y,YG PLUS,전사,남,45,1,46,2.81,"76,000,000"
249247,20240321000750,Y,YG PLUS,전사,여,85,2,87,1.69,"40,000,000"
173069,20240329000462,E,아진카인텍,자동차부품,남,101,-,101,14년6개월,"78,000,000"
173069,20240329000462,E,아진카인텍,자동차부품,여,8,-,8,13년7개월,"66,000,000"
961570,20240326000391,K,신도기연,사무,남,21,-,21,6년 4개월,"66,168,000"
961570,20240326000391,K,신도기연,사무,여,5,-,5,7년 5개월,"53,627,000"
961570,20240326000391,K,신도기연,제조,남,23,-,23,5년 7개월,"52,007,000"
961570,20240326000391,K,신도기연,연구,남,9,-,9,8년 10개월,"59,410,000"
961570,20240326000391,K,신도기연,연구,여,2,-,2,10년 3개월,"33,471,000"
1063990,20240315000054,K,로보로보,사무직,남,10,-,10,6,"37,893,000"
1063990,20240315000054,K,로보로보,영업직,남,8,-,8,3,"44,500,000"
1063990,20240315000054,K,로보로보,연구직,남,13,-,13,8,"43,534,000"
1063990,20240315000054,K,로보로보,생산직,남,1,-,1,11,"35,700,000"
1063990,20240315000054,K,로보로보,사무직,여,14,-,14,2,"31,712,000"
1063990,20240315000054,K,로보로보,영업직,여,5,-,5,2,"30,263,000"
1063990,20240315000054,K,로보로보,연구직,여,3,-,3,10,"40,180,000"
152686,20240315000596,Y,코리아써키트,PCB,남,973,39,"1,012",3.9,"53,000,000"
152686,20240315000596,Y,코리아써키트,PCB,여,127,16,143,3.3,"39,000,000"
491938,20240401003605,K,GH신소재,사무직,남,30,1,31,5.7,"64,752,000"
491938,20240401003605,K,GH신소재,사무직,여,13,3,16,4.1,"46,567,000"
491938,20240401003605,K,GH신소재,연구직,남,5,1,6,5.4,"54,834,000"
491938,20240401003605,K,GH신소재,연구직,여,2,-,2,7.5,"57,375,000"
491938,20240401003605,K,GH신소재,생산직,남,80,9,89,6.5,"50,629,000"
491938,20240401003605,K,GH신소재,생산직,여,2,-,2,3.7,"43,624,000"
1047840,20240313001753,K,미스터블루,사무직,남,30,-,30,4년 8개월,"47,115,000"
1047840,20240313001753,K,미스터블루,사무직,여,112,-,112,2년 8개월,"29,697,000"
1047840,20240313001753,K,미스터블루,기술연구직,남,16,-,16,3년 2개월,"45,426,000"
1047840,20240313001753,K,미스터블루,기술연구직,여,13,-,13,2년 4개월,"38,183,000"
108135,20240320001805,Y,녹십자홀딩스,관리,남,110,2,112,7,"93,000,000"
108135,20240320001805,Y,녹십자홀딩스,관리,여,63,3,66,4,"67,000,000"
609661,20240319000786,K,티쓰리,-,남,66,-,66,4.21,"65,556,000"
609661,20240319000786,K,티쓰리,-,여,22,-,22,3.58,"52,335,000"
1061497,20240320000801,K,FSN,"온라인광고
사업부문",남,61,1,62,4년 6개월,"80,000,000"
1061497,20240320000801,K,FSN,"온라인광고
사업부문",여,43,1,44,2년 9개월,"43,000,000"
265041,20240311000004,K,KCI,"영업, Staff",남,38,3,41,5.1,"80,170,024"
265041,20240311000004,K,KCI,"영업, Staff",여,18,-,18,6.3,"52,926,958"
265041,20240311000004,K,KCI,연구,남,11,-,11,6.6,"78,914,807"
265041,20240311000004,K,KCI,연구,여,7,-,7,6.9,"56,129,523"
265041,20240311000004,K,KCI,제조,남,93,-,93,9.6,"71,180,530"
265041,20240311000004,K,KCI,제조,여,3,-,3,1.2,"54,002,937"
102760,20240329003168,E,두산건설,건축사업본부,남,367,270,637,7.3,"73,698,000"
102760,20240329003168,E,두산건설,건축사업본부,여,35,75,110,3.6,"49,927,000"
102760,20240329003168,E,두산건설,토목사업본부,남,180,94,274,10.7,"86,217,000"
102760,20240329003168,E,두산건설,토목사업본부,여,3,28,31,3.7,"46,622,000"
102760,20240329003168,E,두산건설,공통부문,남,78,10,88,11.4,"100,413,000"
102760,20240329003168,E,두산건설,공통부문,여,26,2,28,8.2,"62,692,000"
553025,20240320001620,N,데이터스트림즈,데이터매니지먼트,남,172,-,172,4.5,"64,867,000"
553025,20240320001620,N,데이터스트림즈,데이터매니지먼트,여,44,-,44,2.8,"44,902,000"
1011526,20240321001825,K,엔켐,전해액,남,339,34,373,1년11개월,"58,355,000"
1011526,20240321001825,K,엔켐,전해액,여,56,-,56,1년4개월,"43,190,000"
1014718,20240318000003,K,제노코,사무,남,10,-,10,5년 1개월,"54,530,000"
1014718,20240318000003,K,제노코,연구,여,7,-,7,2년11개월,"31,648,000"
1014718,20240318000003,K,제노코,생산,남,32,3,35,4년 0개월,"54,163,000"
1014718,20240318000003,K,제노코,생산,여,1,7,8,1년 3개월,"37,396,000"
1014718,20240318000003,K,제노코,사무,여,3,-,3,3년 7개월,"39,247,000"
1014718,20240318000003,K,제노코,구매,남,7,-,7,4년 4개월,"48,364,000"
1014718,20240318000003,K,제노코,구매,여,-,1,1,1년 2개월,"27,553,000"
1014718,20240318000003,K,제노코,품질,남,7,-,7,5년 9개월,"46,918,000"
1014718,20240318000003,K,제노코,품질,여,1,-,1,3년 0개월,"42,190,000"
1014718,20240318000003,K,제노코,사업,남,6,-,6,7년 2개월,"77,654,000"
1014718,20240318000003,K,제노코,사업,여,1,-,1,0년 4개월,"13,831,000"
1014718,20240318000003,K,제노코,연구,남,46,-,47,4년 8개월,"67,240,000"
1217829,20240315000393,K,엔에프씨,전체,남,52,4,56,3.26,"48,897,000"
1217829,20240315000393,K,엔에프씨,전체,여,35,11,46,2.37,"36,585,000"
1669475,20240227007759,K,하나금융25호스팩,총괄,남,1,-,-,18개월,0
1669475,20240227007759,K,하나금융25호스팩,-,여,-,-,-,-,0
1507722,20240320000440,N,켈스,총사업부,남,12,-,12,2.35,"50,541,000"
1507722,20240320000440,N,켈스,총사업부,여,18,-,18,2.89,"46,559,000"
1246742,20240320000610,N,테크트랜스,경영지원,여,1,-,1,7년4개월,"52,180,000"
1246742,20240320000610,N,테크트랜스,제조,남,2,3,5,1년7개월,"21,889,592"
1246742,20240320000610,N,테크트랜스,연구소,남,1,-,1,6년10개월,"31,940,000"
1246742,20240320000610,N,테크트랜스,연구소,여,1,1,2,10개월,"29,861,020"
1246742,20240320000610,N,테크트랜스,마케팅,남,1,-,1,7년4개월,"39,870,000"
879020,20240320001357,K,유니트론텍,"반도체, 디스플레이 등",남,72,-,72,5년 1개월,"87,000,000"
879020,20240320001357,K,유니트론텍,"반도체, 디스플레이 등",여,22,1,23,4년 9개월,"56,000,000"
1179617,20240321001661,K,한국비엔씨,관리,남,20,-,20,3,"79,000,000"
1179617,20240321001661,K,한국비엔씨,관리,여,21,-,21,2,"46,000,000"
1179617,20240321001661,K,한국비엔씨,영업,남,13,-,13,2,"80,000,000"
1179617,20240321001661,K,한국비엔씨,영업,여,6,-,6,3,"55,000,000"
1179617,20240321001661,K,한국비엔씨,연구,남,5,-,5,4,"46,000,000"
1179617,20240321001661,K,한국비엔씨,연구,여,6,-,6,5,"37,000,000"
1179617,20240321001661,K,한국비엔씨,생산,남,79,-,79,3,"49,000,000"
1179617,20240321001661,K,한국비엔씨,생산,여,32,15,47,4,"38,000,000"
101220,20240321001911,Y,KG케미칼,화학,남,163,14,177,14,"69,000,000"
101220,20240321001911,Y,KG케미칼,화학,여,32,-,32,4,"46,000,000"
1419135,20240318000196,K,이노진,전체,남,23,1,24,2.4,"34,000,000"
1419135,20240318000196,K,이노진,전체,여,31,3,34,4.0,"35,000,000"
1568413,20240320001667,Y,F&F,의류부문,남,252,5,257,3년 1개월,"86,700,000"
1568413,20240320001667,Y,F&F,의류부문,여,404,17,421,2년 6개월,"61,706,000"
1117246,20240321000353,N,EMB,에너지,남,3,-,3,5.4,"63,000,000"
1117246,20240321000353,N,EMB,에너지,여,-,-,-,　-,-
1117246,20240321000353,N,EMB,악세서리,남,2,-,2,11.1,"62,000,000"
1117246,20240321000353,N,EMB,악세서리,여,1,-,1,6.6,"48,000,000"
1117246,20240321000353,N,EMB,의약품,남,3,-,3,2,"41,000,000"
1117246,20240321000353,N,EMB,의약품,여,2,-,2,4.3,"45,000,000"
1117246,20240321000353,N,EMB,관리,남,2,-,2,10.2,"63,000,000"
1117246,20240321000353,N,EMB,관리,여,2,-,2,4.1,"46,000,000"
611286,20240321001467,N,블루탑,제조,남,114,-,114,2년3개월,"47,000,000"
611286,20240321001467,N,블루탑,제조,여,34,-,34,3년4개월,"38,000,000"
1405390,20240320000929,K,핌스,사무직,남,56,2,58,2년 2개월,"58,898,000"
1405390,20240320000929,K,핌스,사무직,여,12,4,16,1년 11개월,"43,249,000"
1405390,20240320000929,K,핌스,생산직,남,128,-,128,1년 2개월,"44,245,000"
1405390,20240320000929,K,핌스,생산직,여,11,-,11,1년 3개월,"38,512,000"
109453,20240328000369,E,케이조선,상선,남,919,11,930,17년 5개월,"70,000,000"
109453,20240328000369,E,케이조선,상선,여,29,5,34,7년 7개월,"42,000,000"
1261893,20240320001528,Y,케이씨텍,반도체부문,남,547,10,557,4년,"69,519,000"
1261893,20240320001528,Y,케이씨텍,반도체부문,여,67,16,83,3년6개월,"47,990,000"
1261893,20240320001528,Y,케이씨텍,디스플레이부문,남,118,3,121,4년4개월,"67,580,000"
1261893,20240320001528,Y,케이씨텍,디스플레이부문,여,11,-,11,5년1개월,"50,739,000"
1095704,20240320000846,K,케이엠제약,평택,남,17,1,18,3년 4월,"66,000,000"
1095704,20240320000846,K,케이엠제약,평택,여,15,1,16,5년 4월,"30,000,000"
1095704,20240320000846,K,케이엠제약,서울,남,10,-,10,3년 7월,"86,000,000"
1095704,20240320000846,K,케이엠제약,서울,여,8,-,8,4년 1월,"52,000,000"
478900,20240312000308,K,빅솔론,프린터,남,96,3,99,10.3,"81,000,000"
478900,20240312000308,K,빅솔론,프린터,여,19,0,19,7.0,"55,000,000"
1206717,20240321000933,N,마이크로엔엑스,-,남,38,6,44,4.1년,"36,917,000"
1206717,20240321000933,N,마이크로엔엑스,-,여,21,2,23,6.3년,"28,295,000"
679314,20240321001503,Y,동성케미컬,전체,남,494,48,542,10.5,"75,000,000"
679314,20240321001503,Y,동성케미컬,전체,여,78,11,89,7.3,"54,000,000"
1174038,20240320001540,K,자비스,전사업부문,남,101,2,103,3년 6개월,"58,000,000"
1174038,20240320001540,K,자비스,전사업부문,여,14,2,16,2년 3개월,"33,000,000"
203582,20240329002820,Y,한솔홈데코,목재,남,293,3,296,10.1,"56,000,000"
203582,20240329002820,Y,한솔홈데코,목재,여,41,3,44,5.0,"38,000,000"
1397772,20240319000488,K,큐라클,연구/관리,남,17,-,17,2.5,"90,000,000"
1397772,20240319000488,K,큐라클,연구/관리,여,17,-,17,2.8,"58,000,000"
1689938,20240306000501,K,신영스팩9호,-,남,-,-,-,-,-
1146822,20240320000427,K,아이퀘스트,전사,남,61,-,61,6년7개월,"61,000,000"
1146822,20240320000427,K,아이퀘스트,전사,여,57,-,57,7년4개월,"49,000,000"
157070,20240325000553,Y,한국단자공업,자동차 및 전자부문,남,986,48,"1,034",9.7,"75,867,000"
157070,20240325000553,Y,한국단자공업,자동차 및 전자부문,여,72,49,121,5.5,"52,618,000"
141282,20240329001748,E,에이치디씨영창,건자재사업,남,4,-,4,4.3,"62,373,000"
141282,20240329001748,E,에이치디씨영창,건자재사업,여,4,-,4,1.7,"33,862,000"
141282,20240329001748,E,에이치디씨영창,관리직,남,9,-,9,13.1,"44,438,000"
141282,20240329001748,E,에이치디씨영창,관리직,여,6,-,6,8.1,"33,988,000"
141282,20240329001748,E,에이치디씨영창,악기영업,남,8,-,8,7.4,"42,269,000"
141282,20240329001748,E,에이치디씨영창,악기영업,여,5,-,5,0.9,"35,902,000"
141282,20240329001748,E,에이치디씨영창,연구개발,남,4,-,4,6.8,"40,603,000"
141282,20240329001748,E,에이치디씨영창,연구개발,여,3,-,3,3.9,"35,055,000"
965062,20240313000197,N,코셋,광통신,남,25,19,44,6.4,"41,000,000"
965062,20240313000197,N,코셋,광통신,여,53,31,84,5.8,"30,000,000"
1513440,20240313000236,K,파이버프로,전사업부문,남,76,5,81,7년 9개월,"61,000,000"
1513440,20240313000236,K,파이버프로,전사업부문,여,23,13,36,5년 0개월,"44,000,000"
1069736,20240318000389,K,한독크린텍,"사무,관리",남,27,-,27,4.7,"54,193,000"
