corp_code,접수번호,법인구분,법인명,성명,성별,출생년월,직위,담당업무,재직기간,출생연도,age,age_group
01316254,20240306000635,,HS효성첨단소재,주정권,남,1972년 12월,상무보,Technical Yarn PU장,21.07.01~,1972.0,53,50
01316254,20240306000635,,HS효성첨단소재,정영환,남,1977년 02월,상무보,베트남법인 스판덱스부문 영업 담당,22.01.10~,1977.0,48,40
01316254,20240306000635,,HS효성첨단소재,김동건,남,1946년 11월,사외이사,사외이사,18.06.01~,1946.0,79,70
01316254,20240306000635,,HS효성첨단소재,서유석,남,1972년 03월,상무보,탄소아라미드PU 전주공장장,22.01.10~,1972.0,53,50
01316254,20240306000635,,HS효성첨단소재,이병진,남,1968년 12월,상무보,GST Europe President,22.01.10~,1968.0,57,50
01316254,20240306000635,,HS효성첨단소재,홍경선,남,1967년 04월,상무보,가흥 화섬법인 Film영업 총경리,22.01.10~,1967.0,58,50
01316254,20240306000635,,HS효성첨단소재,김영수,남,1967년 07월,상무보,감사 담당,22.01.10~,1967.0,58,50
01316254,20240306000635,,HS효성첨단소재,김준일,남,1973년 07월,상무보,인테리어PU장,23.01.01~,1973.0,52,50
01316254,20240306000635,,HS효성첨단소재,한인구,남,1956년 10월,사외이사,사외이사,18.06.01~,1956.0,69,60
01316254,20240306000635,,HS효성첨단소재,이상엽,남,1964년 04월,사외이사,사외이사,18.06.01~,1964.0,61,60
01316254,20240306000635,,HS효성첨단소재,조홍,남,1957년 02월,부사장,중국 산업자재 동사장,21.01.12~,1957.0,68,60
01316254,20240306000635,,HS효성첨단소재,안홍상,남,1967년 03월,부사장,탄소아라미드PU장,23.07.13~,1967.0,58,50
01316254,20240306000635,,HS효성첨단소재,이한주,남,1964년 06월,전무,GST Global GmbH CEO,18.06.01~,1964.0,61,60
00441243,20230919000174,,형지엘리트,최병오,남,1953년 11월,"대표이사
(회장)",전사경영,9년 8개월,1953.0,72,70
00441243,20230919000174,,형지엘리트,최준호,남,1984년 09월,사장,전사경영,1년 3개월,1984.0,41,40
00441243,20230919000174,,형지엘리트,최혜원,여,1980년 01월,기타비상무이사,이사회,3년2개월,1980.0,45,40
00441243,20230919000174,,형지엘리트,이윤,남,1953년 10월,사외이사,"사외이사
(경영전반)",9개월,1953.0,72,70
00441243,20230919000174,,형지엘리트,문찬곤,남,1967년 12월,감사,"감사
(경영전반)",9년 8개월,1967.0,58,50
00441243,20230919000174,,형지엘리트,김남용,남,1969년 04월,이사,엘리트사업본부장,1년 7개월,1969.0,56,50
00441243,20230919000174,,형지엘리트,정석원,남,1976년 11월,이사,New-Biz사업본부장,1년 6개월,1976.0,49,40
00441243,20230919000174,,형지엘리트,이창원,남,1975년 11월,이사,소싱사업본부장,10개월,1975.0,50,50
00145163,20240320001254,,파미셀,김현수,남,1964년 01월,사내이사,경영총괄,2009.08.19~ 현재,1964.0,61,60
00145163,20240320001254,,파미셀,김수찬,남,1971년 04월,상무,연구개발,"2013.04.01
~ 현재",1971.0,54,50
00145163,20240320001254,,파미셀,정길수,남,1976년 05월,사내이사,기획,"2009.08.19
~ 현재",1976.0,49,40
00145163,20240320001254,,파미셀,권태세,남,1955년 01월,사외이사,-,"2020.03.25
~ 현재",1955.0,70,70
00145163,20240320001254,,파미셀,한승경,남,1955년 08월,사외이사,-,"2022.03.23
~ 현재",1955.0,70,70
00145163,20240320001254,,파미셀,정희철,남,1964년 01월,사외이사,-,"2023.03.22
~ 현재",1964.0,61,60
00145163,20240320001254,,파미셀,유병무,남,1964년 03월,기타비상무이사,-,"2011.08.12
~ 현재",1964.0,61,60
00145163,20240320001254,,파미셀,김성년,남,1967년 09월,부사장,"케미컬
부문장","2013.04.01
~ 현재",1967.0,58,50
00145163,20240320001254,,파미셀,김재학,남,1965년 11월,상무,재무,"2013.04.01
~ 현재",1965.0,60,60
00145163,20240320001254,,파미셀,김광래,남,1970년 11월,상무,영업,"2013.04.01
~ 현재",1970.0,55,50
00888347,20240321001843,,휴젤,차석용,남,1953년 06월,회장,"이사회
의장",10개월,1953.0,72,70
00888347,20240321001843,,휴젤,"손지훈
(*)",남,1964년 02월,이사,사내이사,5년 11개월,1964.0,61,60
00888347,20240321001843,,휴젤,한선호,남,1965년 05월,"대표
집행임원",운영총괄,5개월,1965.0,60,60
00888347,20240321001843,,휴젤,문형진,남,1966년 11월,"대표
집행임원",사업총괄,5개월,1966.0,59,50
00888347,20240321001843,,휴젤,허서홍,남,1977년 06월,이사,"기타
비상무이사",1년 8개월,1977.0,48,40
00888347,20240321001843,,휴젤,이태형,남,1970년 11월,이사,"감사위원회
위원",1년 8개월,1970.0,55,50
00888347,20240321001843,,휴젤,경한수,남,1973년 11월,이사,"기타
비상무이사",1년 8개월,1973.0,52,50
00888347,20240321001843,,휴젤,"패트릭 홀트
(Patrick Holt)",남,1972년 10월,이사,"감사위원회
위원",1년 8개월,1972.0,53,50
00888347,20240321001843,,휴젤,지승민,여,1974년 08월,이사,"감사위원회
위원",1년 8개월,1974.0,51,50
00128032,20240314001673,,삼일제약,허승범,남,1981년 06월,대표이사 회장,총괄,19년,1981.0,44,40
00128032,20240314001673,,삼일제약,한병익,남,1968년 09월,전무,안과영업본부장,30년,1968.0,57,50
00128032,20240314001673,,삼일제약,유담향,남,1965년 05월,전무,유통사업부장,33년,1965.0,60,60
00128032,20240314001673,,삼일제약,김보겸,남,1965년 10월,전무,CNS영업본부장,1년 9개월,1965.0,60,60
00128032,20240314001673,,삼일제약,용환삼,남,1976년 05월,상무,"전문의약품마케팅본부장
(겸)ETC영업본부장",2년,1976.0,49,40
00128032,20240314001673,,삼일제약,김상진,남,1965년 08월,대표이사 사장,"영업, 마케팅총괄 ",5년,1965.0,60,60
00128032,20240314001673,,삼일제약,권태근,남,1973년 11월,전무,"경영혁신본부장
(겸)경영지원본부장",15년 10개월,1973.0,52,50
00128032,20240314001673,,삼일제약,허준범,남,1985년 11월,상무,CHC 사업본부장,14년 3개월,1985.0,40,40
00128032,20240314001673,,삼일제약,최형석,남,1963년 09월,사외이사겸 감사위원,총괄,3년 9개월,1963.0,62,60
00128032,20240314001673,,삼일제약,김창호,남,1972년 09월,사외이사겸 감사위원,총괄,1년 9개월,1972.0,53,50
00128032,20240314001673,,삼일제약,김형욱,남,1973년 05월,사외이사겸 감사위원,총괄,1년 9개월,1973.0,52,50
00128032,20240314001673,,삼일제약,오경철,남,1964년 07월,부사장,생산총괄,33년 11개월,1964.0,61,60
00128032,20240314001673,,삼일제약,최청하,남,1972년 01월,전무,연구개발총괄본부장,15년 10개월,1972.0,53,50
00821607,20240318000743,,알톤,김신성,남,1965년 02월,"대표
이사",경영총괄,8년 10개월,1965.0,60,60
00821607,20240318000743,,알톤,김정균,남,1967년 11월,"전무
이사","영업부문
총괄",8년 6개월,1967.0,58,50
00821607,20240318000743,,알톤,서현정,남,1972년 03월,"상무
이사",개발Gr.,9년 9개월,1972.0,53,50
00821607,20240318000743,,알톤,김정규,남,1982년 02월,"사외
이사",사외이사,2년 9개월,1982.0,43,40
00821607,20240318000743,,알톤,남궁덕,남,1962년 04월,감사,비상근감사,2년 9개월,1962.0,63,60
00124504,20240329001908,,포스코인터내셔널,정   탁,남,1959년 04월,사내이사,대표이사,9개월,1959.0,66,60
00124504,20240329001908,,포스코인터내셔널,이계인,남,1964년 12월,사내이사,글로벌사업부문장,9개월,1964.0,61,60
00124504,20240329001908,,포스코인터내셔널,이전혁,남,1963년 10월,사내이사,"에너지
부문장",9개월,1963.0,62,60
00124504,20240329001908,,포스코인터내셔널,홍종호,남,1963년 09월,사외이사,"사외이사
감사위원",45개월,1963.0,62,60
00124504,20240329001908,,포스코인터내셔널,이행희,여,1964년 06월,사외이사,"사외이사
감사위원",21개월,1964.0,61,60
00124504,20240329001908,,포스코인터내셔널,한종수,남,1960년 10월,"사외이사
감사위원","사외이사
감사위원",9개월,1960.0,65,60
00124504,20240329001908,,포스코인터내셔널,전영환,남,1961년 02월,"사외이사
감사위원","사외이사
감사위원",9개월,1961.0,64,60
01281541,20240320001359,,에피바이오텍,성종혁,남,1975년 01월,대표이사,경영총괄,8년,1975.0,50,50
01281541,20240320001359,,에피바이오텍,홍충만,남,1965년 09월,부사장,임상총괄,2년,1965.0,60,60
01281541,20240320001359,,에피바이오텍,김만식,남,1991년 05월,이사,투자자문,2년,1991.0,34,30
01281541,20240320001359,,에피바이오텍,최나현,여,1976년 03월,이사,연구총괄,5년,1976.0,49,40
00155948,20240412001567,,코웰패션,최용석,남,1962년 11월,사장,"대표이사, 이사회의장, 경영총괄",　1999.01~현재,1962.0,63,60
00155948,20240412001567,,코웰패션,전약표,남,1963년 02월,이사,경영지원,2023.03~현재,1963.0,62,60
00155948,20240412001567,,코웰패션,권오일,남,1962년 08월,회장,경영총괄,2008.01~현재,1962.0,63,60
00155948,20240412001567,,코웰패션,최창수,남,1967년 04월,감사,감사,2023.03~현재,1967.0,58,50
00155948,20240412001567,,코웰패션,김용갑,남,1957년 03월,전무,"영업총괄,경영지원",1991.08~현재,1957.0,68,60
00155948,20240412001567,,코웰패션,강휘수,남,1959년 10월,상무,영성필코(주)경영총괄,2001.12~현재,1959.0,66,60
01516890,20240321001132,,이에이트,김진현,남,1979년 03월,대표이사,CEO,11년 8개월,1979.0,46,40
01516890,20240321001132,,이에이트,정준희,남,1981년 04월,전무,재무 및 경영관리 총괄,5년 6개월,1981.0,44,40
01516890,20240321001132,,이에이트,최계호,남,2005년 03월,부사장,국내 영업 총괄,4년 2개월,2005.0,20,20
01516890,20240321001132,,이에이트,조봉현,남,1971년 04월,부사장,해외 영업 총괄,3년 4개월,1971.0,54,50
01516890,20240321001132,,이에이트,류제형,남,2002년 03월,부사장,솔루션 개발 총괄,2년 1개월,2002.0,23,20
01516890,20240321001132,,이에이트,류수영,남,1968년 10월,상무,디지털트윈 개발 총괄,2년 7개월,1968.0,57,50
01516890,20240321001132,,이에이트,김연태,남,2005년 03월,이사,플랫폼사업 총괄,2년 7개월,2005.0,20,20
01516890,20240321001132,,이에이트,김영과,남,1955년 12월,사외이사,내부감시,9개월,1955.0,70,70
01516890,20240321001132,,이에이트,오진우,남,1982년 06월,감사,내부감시,3년 6개월,1982.0,43,40
00148984,20240315000607,,시알홀딩스,"이인옥
(*)",남,1971년 04월,회장,총괄,22년,1971.0,54,50
00148984,20240315000607,,시알홀딩스,"김준식
(**)",남,1954년 01월,상임고문,총괄,5년,1954.0,71,70
00148984,20240315000607,,시알홀딩스,"양용준
(***)",남,1966년 05월,대표이사,대표이사,1년,1966.0,59,50
00148984,20240315000607,,시알홀딩스,"박보현
(*)",남,1974년 12월,부장,재무실장,6개월,1974.0,51,50
00148984,20240315000607,,시알홀딩스,"유시진
(****)",남,1969년 07월,사외이사,사외이사,4년,1969.0,56,50
00148984,20240315000607,,시알홀딩스,박용환,남,1964년 02월,사외이사,사외이사,1년,1964.0,61,60
00148984,20240315000607,,시알홀딩스,"박명길
(*)",남,1958년 09월,사외이사,사외이사,6개월,1958.0,67,60
00148984,20240315000607,,시알홀딩스,"장순남
(*****)",남,1955년 10월,기타비상무이사,기타비상무이사,4년,1955.0,70,70
00606293,20240307000253,,나이스디앤비,강용구,남,1963년 07월,대표이사,경영총괄,2,1963.0,62,60
00606293,20240307000253,,나이스디앤비,김동호,남,1974년 07월,본부장,평가운영본부장,3,1974.0,51,50
00606293,20240307000253,,나이스디앤비,안정기,남,1973년 05월,본부장,경영기획본부장,2,1973.0,52,50
00606293,20240307000253,,나이스디앤비,이현석,남,1970년 02월,이사,경영자문,5,1970.0,55,50
00606293,20240307000253,,나이스디앤비,이언학,남,1967년 01월,사외이사,경영감시,3,1967.0,58,50
00606293,20240307000253,,나이스디앤비,이후록,남,1972년 06월,감사,감사,1,1972.0,53,50
00606293,20240307000253,,나이스디앤비,노태성,남,1966년 09월,본부장,TCB사업본부장,5,1966.0,59,50
00606293,20240307000253,,나이스디앤비,이호석,남,1969년 01월,본부장,DI사업본부장,3,1969.0,56,50
00606293,20240307000253,,나이스디앤비,조양제,남,1968년 05월,본부장,평가사업본부장,8,1968.0,57,50
00606293,20240307000253,,나이스디앤비,방호성,남,1969년 01월,본부장,DT지원본부장,3,1969.0,56,50
01785700,20240315000209,,IBKS제23호스팩,이진욱,남,1973년 02월,대표이사,경영총괄,6개월,1973.0,52,50
01785700,20240315000209,,IBKS제23호스팩,이기홍,남,1985년 05월,기타비상무이사,합병자문,6개월,1985.0,40,40
01785700,20240315000209,,IBKS제23호스팩,최신대,남,1972년 12월,사외이사,경영자문,6개월,1972.0,53,50
01785700,20240315000209,,IBKS제23호스팩,김회천,남,1970년 03월,감사,감사,6개월,1970.0,55,50
01284751,20240401001983,,시지트로닉스,심규환,남,1961년 09월,공동대표이사,"공동
대표이사","15년
10개월",1961.0,64,60
01284751,20240401001983,,시지트로닉스,조덕호,남,1962년 07월,공동대표이사,"공동
대표이사","15년
10개월",1962.0,63,60
01284751,20240401001983,,시지트로닉스,김두수,남,1970년 04월,사외이사,경영자문,2년,1970.0,55,50
01284751,20240401001983,,시지트로닉스,김사성,남,1966년 04월,감사,감사,2년,1966.0,59,50
01284751,20240401001983,,시지트로닉스,황용우,남,1963년 11월,상무,FAB총괄,2년,1963.0,62,60
01284751,20240401001983,,시지트로닉스,장태훈,남,1970년 01월,이사,GaN사업,"5년
3개월",1970.0,55,50
01284751,20240401001983,,시지트로닉스,정영화,남,1960년 01월,이사,생산관리,"2년
10개월",1960.0,65,60
01284751,20240401001983,,시지트로닉스,주영택,남,1963년 05월,이사,재무회계,"2년
8개월",1963.0,62,60
01284751,20240401001983,,시지트로닉스,김종원,남,1960년 05월,이사,"개발,마케팅","1년
6개월",1960.0,65,60
01672114,20240228006410,,한국제11호기업인수목적,윤건수,남,1962년 07월,대표이사,총괄,1년 7개월,1962.0,63,60
01672114,20240228006410,,한국제11호기업인수목적,김정수,남,1986년 07월,기타비상무이사,관리/공시,1년 7개월,1986.0,39,30
01672114,20240228006410,,한국제11호기업인수목적,서진택,남,1967년 03월,사외이사,합병자문,1년 7개월,1967.0,58,50
01672114,20240228006410,,한국제11호기업인수목적,박종길,남,1965년 12월,감사,감사,1년 7개월,1965.0,60,60
00153375,20240321001124,,태광,윤성덕,남,1958년 03월,회장,대표이사,"43년
7월",1958.0,67,60
00153375,20240321001124,,태광,윤원식,남,1981년 10월,사장,업무총괄,7년,1981.0,44,40
00153375,20240321001124,,태광,윤준식,남,1981년 10월,사장,업무총괄,"2년
9월",1981.0,44,40
00153375,20240321001124,,태광,맹진욱,남,1976년 01월,사외이사,사외이사,"3년
9월",1976.0,49,40
00153375,20240321001124,,태광,정동진,남,1958년 02월,감     사,감사,"3년
9월",1958.0,67,60
01274329,20240320001734,,성일하이텍,이강명,남,1966년 12월,회장,"사업총괄
(CEO)",23년 10개월,1966.0,59,50
01274329,20240320001734,,성일하이텍,김성식,남,1969년 12월,상무,회계팀장,10년 9개월,1969.0,56,50
01274329,20240320001734,,성일하이텍,염광현,남,1970년 12월,상무,영업마케팅부문장,5년 7개월,1970.0,55,50
01274329,20240320001734,,성일하이텍,이영기,남,1961년 01월,상무,제조부문장,2년 3개월,1961.0,64,60
01274329,20240320001734,,성일하이텍,김형덕,남,1969년 04월,이사,영업팀장,12년 4개월,1969.0,56,50
01274329,20240320001734,,성일하이텍,마재용,남,1962년 02월,이사,구매팀장,6년 3개월,1962.0,63,60
01274329,20240320001734,,성일하이텍,이태준,남,1966년 04월,이사,인사총무팀장,2년 3개월,1966.0,59,50
01274329,20240320001734,,성일하이텍,백순욱,남,1970년 03월,이사,경영관리팀장,2년 2개월,1970.0,55,50
01274329,20240320001734,,성일하이텍,손현태,남,1973년 12월,이사,기술팀장,18년 8개월,1973.0,52,50
01274329,20240320001734,,성일하이텍,김종수,남,1967년 03월,이사,제조3팀장,1년 2개월,1967.0,58,50
01274329,20240320001734,,성일하이텍,하두성,남,1966년 08월,이사,법무팀장,5년 7개월,1966.0,59,50
01274329,20240320001734,,성일하이텍,이경열,남,1966년 04월,사장,"글로벌운영
(COO)",23년 10개월,1966.0,59,50
01274329,20240320001734,,성일하이텍,전권,남,1969년 01월,이사,재무팀장,1년 0개월,1969.0,56,50
01274329,20240320001734,,성일하이텍,이동석,남,1960년 11월,사장,"관리부문장
(CFO)",4년 0개월,1960.0,65,60
01274329,20240320001734,,성일하이텍,전용덕,남,1960년 03월,이사,"사외이사
안전관리위원회
위원장",2년 5개월,1960.0,65,60
01274329,20240320001734,,성일하이텍,김연태,남,1960년 07월,이사,"사외이사
안전관리위원회
위원",2년 5개월,1960.0,65,60
01274329,20240320001734,,성일하이텍,정승호,남,1978년 09월,이사,"사외이사
안전관리위원회
위원",1년 7개월,1978.0,47,40
01274329,20240320001734,,성일하이텍,김경화,여,1966년 12월,감사,감사,2년 5개월,1966.0,59,50
01274329,20240320001734,,성일하이텍,이재경,남,1964년 07월,부사장,새만금사업장총괄,1년 0개월,1964.0,61,60
01274329,20240320001734,,성일하이텍,이진욱,남,1960년 06월,전무,기술개발부문장,0년 9개월,1960.0,65,60
00161116,20240318000780,,HL D&I,정몽원,남,1955년 08월,회장,그룹총괄,-,1955.0,70,70
00161116,20240318000780,,HL D&I,이용주,남,1965년 04월,전무,CSO,-,1965.0,60,60
00161116,20240318000780,,HL D&I,이일희,남,1971년 01월,전무,개발사업본부장,-,1971.0,54,50
00161116,20240318000780,,HL D&I,김세배,남,1973년 03월,전무,인프라사업본부장,-,1973.0,52,50
00161116,20240318000780,,HL D&I,신회식,남,1969년 12월,상무,재무전략실장,-,1969.0,56,50
00161116,20240318000780,,HL D&I,최인명,남,1970년 04월,상무,인사담당,-,1970.0,55,50
00161116,20240318000780,,HL D&I,윤종필,남,1970년 12월,상무,법무담당,-,1970.0,55,50
00161116,20240318000780,,HL D&I,이계찬,남,1966년 01월,상무,현장지원실장,-,1966.0,59,50
00161116,20240318000780,,HL D&I,박재우,남,1974년 02월,상무,기술품질혁신실장,-,1974.0,51,50
00161116,20240318000780,,HL D&I,송선호,남,1970년 02월,상무,MD영업/MD운영담당,2년9개월,1970.0,55,50
00161116,20240318000780,,HL D&I,윤창영,남,1980년 08월,상무,기획실장,-,1980.0,45,40
00161116,20240318000780,,HL D&I,홍석화,남,1964년 07월,수석사장,CEO,1년 3개월,1964.0,61,60
00161116,20240318000780,,HL D&I,정종환,남,1971년 02월,상무,회계담당,-,1971.0,54,50
00161116,20240318000780,,HL D&I,인래진,남,1968년 03월,상무보,인프라사업개발담당,-,1968.0,57,50
00161116,20240318000780,,HL D&I,김벽수,남,1969년 03월,상무보,DI/Agile혁신담당,-,1969.0,56,50
00161116,20240318000780,,HL D&I,손종현,남,1970년 06월,상무보,개발영업담당,-,1970.0,55,50
00161116,20240318000780,,HL D&I,오상욱,남,1974년 11월,상무보,DCB담당,-,1974.0,51,50
00161116,20240318000780,,HL D&I,홍강표,남,1975년 06월,상무보,투자전략담당,-,1975.0,50,50
00161116,20240318000780,,HL D&I,정희종,남,1968년 01월,상무보,본부장,-,1968.0,57,50
00161116,20240318000780,,HL D&I,이광우,남,1975년 11월,상무보,시흥사업담당,-,1975.0,50,50
00161116,20240318000780,,HL D&I,김영학,남,1971년 12월,상무보,인프라기술영업담당,-,1971.0,54,50
00161116,20240318000780,,HL D&I,이용근,남,1966년 03월,상무보,대산사무소장,-,1966.0,59,50
00161116,20240318000780,,HL D&I,김시곤,남,1960년 11월,사외이사,사외이사,5년9개월,1960.0,65,60
00161116,20240318000780,,HL D&I,최승현,남,1974년 02월,상무보,인프라영업담당,7개월,1974.0,51,50
00161116,20240318000780,,HL D&I,김현일,남,1976년 01월,상무보,건축사업본부장,-,1976.0,49,40
00161116,20240318000780,,HL D&I,김승규,남,1956년 10월,사외이사,사외이사,5년9개월,1956.0,69,60
00161116,20240318000780,,HL D&I,정상호,남,1956년 06월,사외이사,사외이사,2년 9개월,1956.0,69,60
00161116,20240318000780,,HL D&I,박계현,여,1964년 04월,사외이사,사외이사,2년 4개월,1964.0,61,60
00161116,20240318000780,,HL D&I,권주상,남,1969년 10월,사내이사,사내이사,9개월,1969.0,56,50
00161116,20240318000780,,HL D&I,최형진,남,1968년 10월,전무,CFO,1년 8개월,1968.0,57,50
00161116,20240318000780,,HL D&I,김선준,남,1966년 03월,부사장,COO,-,1966.0,59,50
01219155,20240318000812,,네오크레마,한기수,남,1980년 02월,대표이사,경영총괄,16년,1980.0,45,40
01219155,20240318000812,,네오크레마,이창석,남,1988년 09월,대표이사,경영참여,1년,1988.0,37,30
01219155,20240318000812,,네오크레마,박동주,남,1967년 07월,사외이사,사외이사,1년,1967.0,58,50
01219155,20240318000812,,네오크레마,이경호,남,1972년 02월,감사,감사,1년 6개월,1972.0,53,50
01219155,20240318000812,,네오크레마,노경호,남,1973년 10월,이사,경영지원,7년,1973.0,52,50
00134510,20240318000878,,SJG세종,박세종,남,1939년 01월,명예회장,업무총괄,47년 6개월,1939.0,86,80
00134510,20240318000878,,SJG세종,김주리,여,1980년 01월,전     무,업무총괄,1년 7개월,1980.0,45,40
00134510,20240318000878,,SJG세종,노진호,남,1969년 04월,상     무,생산본부 본부장,28년 5개월,1969.0,56,50
00134510,20240318000878,,SJG세종,옥현근,남,1964년 03월,전     무,품질생기본부 본부장,32년 8개월,1964.0,61,60
00134510,20240318000878,,SJG세종,이상우,남,1961년 02월,전     무,글로벌품질실 실장,1년 11개월,1961.0,64,60
00134510,20240318000878,,SJG세종,김철규,남,1971년 08월,상     무,태창세종 법인장,26년 1개월,1971.0,54,50
00134510,20240318000878,,SJG세종,조현덕,남,1965년 08월,상     무,세종체코 법인장,33년 7개월,1965.0,60,60
00134510,20240318000878,,SJG세종,김복용,남,1971년 04월,상     무,재경본부 본부장,23년 3개월,1971.0,54,50
00134510,20240318000878,,SJG세종,김정민,남,1970년 04월,상     무,미국법인 법인장,26년 1개월,1970.0,55,50
00134510,20240318000878,,SJG세종,김건욱,남,1980년 09월,상     무,NM본부 본부장,6년 11개월,1980.0,45,40
00134510,20240318000878,,SJG세종,김헌진,남,1972년 03월,상     무,구매본부 본부장,24년 5개월,1972.0,53,50
00134510,20240318000878,,SJG세종,서혜숙,여,1948년 11월,회     장,업무총괄,16년 8개월,1948.0,77,70
00134510,20240318000878,,SJG세종,고성부,남,1969년 01월,상     무,영업본부 본부장,0년 11개월,1969.0,56,50
00134510,20240318000878,,SJG세종,김준영,남,1970년 04월,상     무,신사업영업실 실장,0년 7개월,1970.0,55,50
00134510,20240318000878,,SJG세종,김대성,남,1974년 04월,상     무,생산관리실 실장,24년,1974.0,51,50
00134510,20240318000878,,SJG세종,박기홍,남,1973년 12월,상     무,배기계영업실 실장,16년 4개월,1973.0,52,50
00134510,20240318000878,,SJG세종,최형렬,남,1976년 02월,상     무,기획실 실장,18년 10개월,1976.0,49,40
00134510,20240318000878,,SJG세종,이경칠,남,1957년 09월,사외이사,사외이사,3년 9개월,1957.0,68,60
00134510,20240318000878,,SJG세종,허승현,남,1972년 08월,사외이사,사외이사,2년 9개월,1972.0,53,50
00134510,20240318000878,,SJG세종,김수일,남,1962년 12월,사외이사,사외이사,0년 9개월,1962.0,63,60
00134510,20240318000878,,SJG세종,배정한,남,1957년 10월,감     사,감   사,9년 9개월,1957.0,68,60
00134510,20240318000878,,SJG세종,박정길,남,1971년 11월,총괄부회장,대표이사,25년 11개월,1971.0,54,50
00134510,20240318000878,,SJG세종,최정연,남,1959년 03월,부 회 장,업무총괄,1년 2개월,1959.0,66,60
00134510,20240318000878,,SJG세종,김익석,남,1958년 02월,사     장,"대표이사
(생산총괄)",38년 9개월,1958.0,67,60
00134510,20240318000878,,SJG세종,이석길,남,1960년 03월,사     장,HQ총괄,0년 1개월,1960.0,65,60
00134510,20240318000878,,SJG세종,이동원,남,1965년 02월,부 사 장,생산총괄,33년 7개월,1965.0,60,60
00134510,20240318000878,,SJG세종,문형규,남,1969년 08월,전     무,미래전략TF 실장,5년 10개월,1969.0,56,50
00134510,20240318000878,,SJG세종,이상국,남,1971년 04월,전     무,기획본부 본부장,2년 5개월,1971.0,54,50
00585608,20240321000683,,커넥트웨이브,김기록,남,1968년 09월,"이사회
의장","이사회
의장","23년 
11개월",1968.0,57,50
00585608,20240321000683,,커넥트웨이브,정재웅,남,1973년 09월,전무,COO,"8년
7개월",1973.0,52,50
00585608,20240321000683,,커넥트웨이브,이관헌,남,1972년 08월,부사장,광고영업,"19년
2개월",1972.0,53,50
00585608,20240321000683,,커넥트웨이브,안채준,남,1976년 08월,상무,개발,"23년
3개월",1976.0,49,40
00585608,20240321000683,,커넥트웨이브,김도균,남,1976년 03월,상무,마케팅,"20년
11개월",1976.0,49,40
00585608,20240321000683,,커넥트웨이브,강명종,남,1976년 04월,상무,E마켓,17년,1976.0,49,40
00585608,20240321000683,,커넥트웨이브,이소영,여,1974년 08월,상무,서비스기획,"1년
6개월",1974.0,51,50
00585608,20240321000683,,커넥트웨이브,이현철,남,1978년 08월,상무,PA 사업,"4년
2개월",1978.0,47,40
00585608,20240321000683,,커넥트웨이브,손경성,남,1976년 09월,상무,AI 개발,3개월,1976.0,49,40
00585608,20240321000683,,커넥트웨이브,이건수,남,1971년 09월,CEO,경영총괄,7개월,1971.0,54,50
00585608,20240321000683,,커넥트웨이브,김용성,남,1982년 07월,부사장,CFO,"5년
9개월",1982.0,43,40
00585608,20240321000683,,커넥트웨이브,박태현,남,1972년 02월,"기타
비상무
이사",경영자문,"1년 
10개월",1972.0,53,50
00585608,20240321000683,,커넥트웨이브,김정환,남,1978년 06월,"기타
비상무
이사",경영자문,"1년 
10개월",1978.0,47,40
00585608,20240321000683,,커넥트웨이브,김광복,남,1978년 08월,"사외
이사",사외이사,6년,1978.0,47,40
00585608,20240321000683,,커넥트웨이브,강준호,남,1967년 07월,"사외
이사",사외이사,9개월,1967.0,58,50
00585608,20240321000683,,커넥트웨이브,임윤배,남,1959년 06월,감사,감사,"1년
10개월",1959.0,66,60
00585608,20240321000683,,커넥트웨이브,김상혁,남,1976년 05월,부사장,COO,"1년
1개월",1976.0,49,40
00202060,20240320001361,,구영테크,이희화,남,1954년 07월,대표이사,대표이사,33년 9개월,1954.0,71,70
00202060,20240320001361,,구영테크,김기용,남,1969년 04월,전무이사,축압기,-,1969.0,56,50
00202060,20240320001361,,구영테크,김군재,남,1961년 04월,전무이사,생산기술,2년 3개월,1961.0,64,60
00202060,20240320001361,,구영테크,김종민,남,1963년 09월,전무이사,신사업,7개월,1963.0,62,60
00202060,20240320001361,,구영테크,제대봉,남,1971년 08월,상무이사,생산,-,1971.0,54,50
00202060,20240320001361,,구영테크,이안재,남,1969년 10월,상무이사,"영천공장
공장장",-,1969.0,56,50
00202060,20240320001361,,구영테크,김정철,남,1973년 10월,상무이사,영업,-,1973.0,52,50
00202060,20240320001361,,구영테크,김대원,남,1960년 08월,사장,사장,2년,1960.0,65,60
00202060,20240320001361,,구영테크,이희상,남,1963년 09월,부사장,"미국공장
법인장",24년 11개월,1963.0,62,60
00202060,20240320001361,,구영테크,이유현,여,1981년 06월,부사장,경영지원,19년 3개월,1981.0,44,40
00202060,20240320001361,,구영테크,이종명,남,1983년 08월,부사장,공장장,8년 7개월,1983.0,42,40
00202060,20240320001361,,구영테크,김성복,남,1957년 01월,감사위원장,사외이사,9개월,1957.0,68,60
00202060,20240320001361,,구영테크,고호현,남,1954년 12월,감사위원,사외이사,3년 9개월,1954.0,71,70
00202060,20240320001361,,구영테크,안준현,남,1984년 02월,감사위원,사외이사,2년 9개월,1984.0,41,40
00202060,20240320001361,,구영테크,배효상,남,1966년 09월,전무이사,"부품개발
/품질관리",-,1966.0,59,50
01190568,20240321000964,,에이피알,김병훈,남,1988년 11월,대표이사,CEO,"2014년 10월
~ 현재",1988.0,37,30
